Hugo Symbol,Entrez Gene ID,GRCh37 Isoform,GRCh37 RefSeq,GRCh38 Isoform,GRCh38 RefSeq,Gene Type,# of occurrence within resources (Column J-P),OncoKB Annotated,MSK-IMPACT,MSK-HEME,FOUNDATION ONE,FOUNDATION ONE HEME,Vogelstein,COSMIC CGC (v99),Gene Aliases,gene,chromosome,start,end,strand
PTPN1,5770,ENST00000371621,NM_001278618.1,ENST00000371621,NM_001278618.1,ONCOGENE_AND_TSG,2,Yes,No,Yes,No,No,No,No,PTP1B,PTPN1,20,50510321,50585241,1
PTPN13,5783,ENST00000411767,NM_080683,ENST00000411767,NM_080683,TSG,2,Yes,No,No,No,No,No,Yes,"PTP-BAS, PTP-BL, PTP1E, PTPL1",PTPN13,4,86593944,86815180,1
PTPRO,5800,,,,,,2,No,No,No,Yes,Yes,No,No,"GLEPP1, NPHS6, PTP-U2, PTP-oc, PTPU2",PTPRO,12,15322257,15602175,1
RABEP1,9135,,,,,,2,No,No,No,No,Yes,No,Yes,"RAB5EP, RABPT5, neurocrescin, rabaptin-5",RABEP1,17,5282259,5386340,1
RANBP2,5903,ENST00000283195,NM_006267,ENST00000283195,NM_006267,ONCOGENE,2,Yes,No,No,No,No,No,Yes,"ADANE, ANE1, NUP358",RANBP2,2,108719437,108785810,1
RAP1GDS1,5910,,,,,,2,No,No,No,No,Yes,No,Yes,SmgGDS,RAP1GDS1,4,98261243,98443864,1
RELN,5649,ENST00000428762,NM_005045.3,ENST00000428762,NM_005045.3,INSUFFICIENT_EVIDENCE,2,Yes,No,No,No,Yes,No,No,"PRO1598, RL",RELN,7,103471381,103989658,-1
REST,5978,ENST00000309042,NM_001193508.1,ENST00000309042,NM_001193508.1,TSG,2,Yes,Yes,No,No,No,No,No,"DFNA27, NRSF, XBR",REST,4,56907876,56966808,1
RHOH,399,,,,,,2,No,No,No,No,Yes,No,Yes,"ARHH, TTF",RHOH,4,40191011,40246967,1
RNF213,57674,,,,,,2,No,No,No,No,Yes,No,Yes,"ALO17, C17orf27, KIAA1554, KIAA1618, MYMY2, NET57",RNF213,17,80260852,80398794,1
ROBO1,6091,ENST00000464233,NM_002941.3,ENST00000464233,NM_002941.3,TSG,2,Yes,No,Yes,No,No,No,No,"DUTT1, FLJ21882, SAX3",ROBO1,3,78597239,79767998,-1
RPL22,6146,,,,,,2,No,No,No,No,Yes,No,Yes,"EAP, L22",RPL22,1,6185020,6209389,-1
RPL5,6125,ENST00000370321,NM_000969,ENST00000370321,NM_000969,TSG,2,Yes,No,No,No,No,No,Yes,"L5, PPP1R135, uL18",RPL5,1,92831990,92841924,1
RPN1,6184,,,,,,2,No,No,No,No,Yes,No,Yes,,RPN1,3,128619968,128681075,-1
RSPO3,84870,ENST00000356698,NM_032784.4,ENST00000356698,NM_032784.5,ONCOGENE,2,Yes,No,No,No,No,No,Yes,"FLJ14440, THSD2",RSPO3,6,127118663,127199481,1
SAMHD1,25939,ENST00000262878,NM_015474.3,ENST00000646673,NM_015474.3,TSG,2,Yes,No,Yes,No,No,No,No,"AGS5, HDDC1, MOP-5, Mg11, SBBI88",SAMHD1,20,36890229,36951893,-1
SCG5,6447,ENST00000300175,NM_001144757.1,ENST00000300175,NM_001144757.1,ONCOGENE,2,Yes,Yes,No,No,No,No,No,"7B2, SGNE1, SgV",SCG5,15,32641385,32697098,1
SDC4,6385,,,,,,2,No,No,No,Yes,No,No,Yes,"SYND4, amphiglycan, ryudocan",SDC4,20,45325288,45348425,-1
SERPINB3,6317,ENST00000283752,NM_006919.2,ENST00000283752,NM_006919.2,ONCOGENE_AND_TSG,2,Yes,Yes,No,No,No,No,No,"HsT1196, SCC, SCCA1, T4-A",SERPINB3,18,63653686,63661893,-1
SERPINB4,6318,ENST00000341074,NM_002974.3,ENST00000341074,NM_002974.3,INSUFFICIENT_EVIDENCE,2,Yes,Yes,No,No,No,No,No,"LEUPIN, PI11, SCCA-2, SCCA2",SERPINB4,18,63637259,63644256,-1
SETD1A,9739,ENST00000262519,NM_014712.2,ENST00000262519,NM_014712.2,ONCOGENE,2,Yes,No,Yes,No,No,No,No,"KIAA0339, KMT2F, SET1A, Set1",SETD1A,16,30957294,30984664,1
SETD1B,23067,ENST00000604567,XM_005253858.3,ENST00000604567,XM_005253858.3,INSUFFICIENT_EVIDENCE,2,Yes,No,Yes,No,No,No,No,"KIAA1076, KMT2G, Set1B",SETD1B,12,121804009,121832656,1
SETD3,84193,ENST00000331768,NM_032233.2,ENST00000331768,NM_032233.2,INSUFFICIENT_EVIDENCE,2,Yes,No,Yes,No,No,No,No,"C14orf154, FLJ23027",SETD3,14,99395061,99480927,-1
SETD4,54093,ENST00000332131,NM_017438.4,ENST00000332131,NM_017438.4,INSUFFICIENT_EVIDENCE,2,Yes,No,Yes,No,No,No,No,"C21orf18, C21orf27",SETD4,21,36034534,36079389,-1
SETD5,55209,ENST00000402198,NM_001080517.2,ENST00000402198,NM_001080517.2,INSUFFICIENT_EVIDENCE,2,Yes,No,Yes,No,No,No,No,FLJ10707,SETD5,3,9397609,9479240,1
SETD6,79918,ENST00000219315,NM_001160305.1,ENST00000219315,NM_001160305.1,INSUFFICIENT_EVIDENCE,2,Yes,No,Yes,No,No,No,No,FLJ21148,SETD6,16,58515479,58523842,1
SETD7,80854,ENST00000274031,NM_001306199.1,ENST00000274031,NM_001306199.1,INSUFFICIENT_EVIDENCE,2,Yes,No,Yes,No,No,No,No,"KIAA1717, KMT7, SET7, SET7/9, Set9",SETD7,4,139492974,139606699,-1
SETDB2,83852,ENST00000354234,NM_031915.2,ENST00000317257,NM_031915.2,TSG,2,Yes,No,Yes,No,No,No,No,"C13orf4, CLLD8, CLLL8, KMT1F",SETDB2,13,49443794,49495003,1
SH3GL1,6455,,,,,,2,No,No,No,No,Yes,No,Yes,"CNSA1, EEN, MGC111371, SH3D2B, SH3P8",SH3GL1,19,4360367,4400547,-1
SLC34A2,10568,,,,,,2,No,No,No,Yes,No,No,Yes,NAPI-3B,SLC34A2,4,25648011,25679132,1
SLFN11,91607,ENST00000308377,NM_001104587.1,ENST00000308377,NM_001104587.1,TSG,2,Yes,Yes,No,No,No,No,No,FLJ34922,SLFN11,17,35350305,35373701,-1
SMARCA1,6594,ENST00000371122,NM_003069,ENST00000371122,NM_003069,ONCOGENE_AND_TSG,2,Yes,No,No,No,Yes,No,No,"ISWI, NURF140, SNF2L, SNF2L1, SNF2LB, SWI, hSNF2L",SMARCA1,X,129446501,129523947,-1
SMARCA2,6595,ENST00000349721,NM_001289396.1,ENST00000349721,NM_001289396.1,TSG,2,Yes,Yes,No,No,No,No,No,"BAF190, BRM, SNF2, SNF2L2, SNF2LA, SWI2, Sth1p, hBRM, hSNF2a",SMARCA2,9,1980290,2193624,1
SMG1,23049,ENST00000446231,NM_015092.4,ENST00000446231,NM_015092.4,TSG,2,Yes,No,Yes,No,No,No,No,"KIAA0421, LIP",SMG1,16,18804860,18926412,-1
SOCS3,9021,ENST00000330871,NM_003955.4,ENST00000330871,NM_003955.4,TSG,2,Yes,No,No,No,Yes,No,No,"CIS3, Cish3, SOCS-3, SSI-3",SOCS3,17,78356778,78360930,-1
SOX10,6663,ENST00000360880,NM_006941,ENST00000360880,NM_006941,ONCOGENE,2,Yes,No,No,No,Yes,No,No,"DOM, WS2E, WS4",SOX10,22,37970686,37987422,-1
SP140,11262,ENST00000392045,NM_007237.4,ENST00000392045,NM_007237.4,TSG,2,Yes,No,Yes,No,No,No,No,"LYSP100-A, LYSP100-B",SP140,2,230203110,230316577,1
SPRTN,83932,ENST00000295050,NM_032018.6,ENST00000295050,NM_032018.6,TSG,2,Yes,Yes,No,No,No,No,No,"C1orf124, DKFZP547N043, DVC1, Spartan",SPRTN,1,231337104,231355023,1
SRSF3,6428,,,,,,2,No,No,No,No,Yes,No,Yes,"SFRS3, SRp20",SRSF3,6,36593787,36605911,1
SSX4,6759,,,,,,2,No,No,No,No,Yes,No,Yes,CT5.4,SSX4,X,48383516,48393347,1
STAG1,10274,ENST00000383202,NM_005862.2,ENST00000383202,NM_005862.2,TSG,2,Yes,No,Yes,No,No,No,No,"SA-1, SA1, SCC3A",STAG1,3,136336234,136752432,-1
STAT4,6775,ENST00000358470,NM_001243835,ENST00000358470,NM_001243835,ONCOGENE,2,Yes,No,No,No,Yes,No,No,,STAT4,2,191029570,191178435,-1
TAF1,6872,ENST00000423759,NM_001286074.1,ENST00000423759,NM_004606.5,ONCOGENE,2,Yes,No,No,No,Yes,No,No,"BA2R, CCG1, CCGS, DYT3, DYT3/TAF1, KAT4, NSCL2, TAFII250",TAF1,X,71366131,71532374,1
TAF15,8148,,,,,,2,No,No,No,No,Yes,No,Yes,"Npl3, RBP56, TAF2N, hTAFII68",TAF15,17,35809481,35864615,1
TAL2,6887,,,,,,2,No,No,No,No,Yes,No,Yes,bHLHa19,TAL2,9,105662457,105663124,1
TET3,200424,ENST00000409262,NM_144993,ENST00000409262,NM_144993,TSG,2,Yes,No,Yes,No,No,No,No,"MGC22014, hCG_40738",TET3,2,73984910,74108177,1
TFG,10342,,,,,,2,No,No,No,No,Yes,No,Yes,"FLJ36137, SPG57, TF6",TFG,3,100709295,100748965,1
TPM4,7171,,,,,,2,No,No,No,No,Yes,No,Yes,,TPM4,19,16067021,16103011,1
TRIM24,8805,,,,,,2,No,No,No,No,Yes,No,Yes,"RNF82, TIF1, TIF1A, Tif1a, hTIF1",TRIM24,7,138460210,138589996,1
TRIM27,5987,ENST00000377199,NM_006510,ENST00000377199,NM_006510,ONCOGENE,2,Yes,No,No,No,No,No,Yes,"RFP, RNF76",TRIM27,6,28903002,28923988,-1
TRIP11,9321,,,,,,2,No,No,No,No,Yes,No,Yes,"CEV14, GMAP-210, GMAP210, Trip230",TRIP11,14,91965991,92040896,-1
TRIP13,9319,ENST00000166345,NM_004237.3,ENST00000166345,NM_004237.3,ONCOGENE_AND_TSG,2,Yes,Yes,No,No,No,No,No,16E1BP,TRIP13,5,892884,919357,1
VAV1,7409,ENST00000602142,NM_005428.3,ENST00000602142,NM_005428.3,ONCOGENE,2,Yes,No,Yes,No,No,No,No,VAV,VAV1,19,6772694,6857366,1
VAV2,7410,ENST00000371850,NM_001134398.1,ENST00000371850,NM_001134398.1,ONCOGENE,2,Yes,No,Yes,No,No,No,No,,VAV2,9,133761892,133992854,-1
WIF1,11197,ENST00000286574,NM_007191.4,ENST00000286574,NM_007191.4,TSG,2,Yes,No,No,No,No,No,Yes,,WIF1,12,65050626,65121548,-1
WRN,7486,ENST00000298139,NM_000553,ENST00000298139,NM_000553,TSG,2,Yes,No,No,No,No,No,Yes,"RECQ3, RECQL2",WRN,8,31033779,31176138,1
XPA,7507,ENST00000375128,NM_000380,ENST00000375128,NM_000380,TSG,2,Yes,No,No,No,No,No,Yes,"XP1, XPAC",XPA,9,97674909,97697340,-1
XPC,7508,ENST00000285021,NM_004628,ENST00000285021,NM_004628,TSG,2,Yes,No,No,No,No,No,Yes,"RAD4, XPCC",XPC,3,14145145,14178652,-1
ZBTB16,7704,,,,,,2,No,No,No,No,Yes,No,Yes,"PLZF, ZNF145",ZBTB16,11,114058335,114256765,1
ZBTB7A,51341,ENST00000322357,NM_015898,ENST00000322357,NM_015898,ONCOGENE_AND_TSG,2,Yes,No,Yes,No,No,No,No,"DKFZp547O146, FBI-1, LRF, ZBTB7, ZNF857A, pokemon",ZBTB7A,19,4043303,4067636,-1
ZMYM2,7750,,,,,,2,No,No,No,No,Yes,No,Yes,"FIM, RAMP, ZNF198",ZMYM2,13,19958677,20091829,1
ZMYM3,9203,ENST00000314425,NM_005096,ENST00000314425,NM_005096,TSG,2,Yes,No,No,No,Yes,No,No,"DXS6673E, KIAA0385, ZNF198L2, ZNF261",ZMYM3,X,71239617,71255269,-1
ZNF384,171017,,,,,,2,No,No,No,No,Yes,No,Yes,"CAGH1A, CIZ, NMP4, TNRC1",ZNF384,12,6666477,6689572,-1
ZNF521,25925,,,,,,2,No,No,No,No,Yes,No,Yes,"EHZF, Evi3",ZNF521,18,25061924,25352194,-1
ZNF703,80139,,,,,,2,No,No,No,Yes,Yes,No,No,"FLJ14299, NLZ1, ZEPPO1, ZNF503L, Zpo1",ZNF703,8,37695782,37700019,1
ZNRF3,84133,ENST00000544604,NM_001206998.1,ENST00000544604,NM_001206998.1,TSG,2,Yes,Yes,No,No,No,No,No,"BK747E2.3, FLJ22057, KIAA1133, RNF203",ZNRF3,22,28883565,29057488,1
A1CF,29974,ENST00000373993,,ENST00000373993,,ONCOGENE,1,Yes,No,No,No,No,No,No,"ACF, ACF64, ACF65, APOBEC1CF",A1CF,10,50799409,50885716,-1
ABCB1,5243,ENST00000265724,NM_000927.4,ENST00000622132,NM_001348946.2,ONCOGENE,1,Yes,No,No,No,No,No,No,"ABC20, CD243, CLCS, GP170, MDR1, P-gp, PGY1, p-170",ABCB1,7,87503017,87713375,-1
ABCC3,8714,ENST00000285238,NM_003786.3,ENST00000285238,NM_003786.4,ONCOGENE,1,Yes,No,No,No,No,No,No,"EST90757, MLP2, MOAT-D, MRP3, cMOAT2",ABCC3,17,50634609,50692631,1
ACSL3,2181,,,,,,1,No,No,No,No,No,No,Yes,"FACL3, PRO2194",ACSL3,2,222860942,222944639,1
ACSL6,23305,,,,,,1,No,No,No,No,Yes,No,No,"FACL6, KIAA0837, LACS5",ACSL6,5,131949973,132012243,-1
ACTB,60,,,,,,1,No,No,No,No,Yes,No,No,,ACTB,7,5526409,5563902,-1
ADAR,103,ENST00000368474,NM_015841.3,ENST00000368474,NM_001111.5,INSUFFICIENT_EVIDENCE,1,Yes,No,No,No,No,No,No,"ADAR1, G1P1, IFI4",ADAR,1,154581695,154628013,-1
ADARB2,105,ENST00000381312,NM_018702.3,ENST00000381312,NM_018702.4,ONCOGENE,1,Yes,No,No,No,No,No,No,"ADAR3, RED2, hRED2",ADARB2,10,1177313,1737525,-1
ADGRG4,139378,ENST00000394143,NM_153834.3,ENST00000394143,NM_153834.4,INSUFFICIENT_EVIDENCE,1,Yes,No,No,No,No,No,No,"GPR112, PGR17, RP1-299I16",ADGRG4,X,136300963,136416890,1
ADHFE1,137872,ENST00000396623,NM_144650,ENST00000396623,NM_144650,ONCOGENE,1,Yes,No,No,No,No,No,No,FLJ32430,ADHFE1,8,66432467,66468907,1
AFF3,3899,,,,,,1,No,No,No,No,No,No,Yes,"LAF4, MLLT2-like",AFF3,2,99545419,100192428,-1
AGGF1,55109,ENST00000312916,NM_018046.4,ENST00000312916,NM_018046.5,ONCOGENE,1,Yes,No,No,No,No,No,No,"FLJ10283, GPATC7, GPATCH7, HSU84971, VG5Q",AGGF1,5,77029251,77065234,1
AGK,55750,ENST00000355413,NM_018238.3,ENST00000649286,NM_018238.4,ONCOGENE,1,Yes,No,No,No,No,No,No,"FLJ10842, MULK",AGK,7,141551278,141655244,1
AIP,9049,ENST00000279146,NM_003977.2,ENST00000279146,NM_003977.4,ONCOGENE_AND_TSG,1,Yes,No,No,No,No,No,No,"ARA9, FKBP16, FKBP37, XAP2",AIP,11,67468174,67491154,1
AJUBA,84962,ENST00000262713,NM_032876.5,ENST00000262713,NM_032876.5,TSG,1,Yes,No,No,No,No,No,No,"JUB, MGC15563",AJUBA,14,22971177,22982551,-1
AKT1S1,84335,ENST00000344175,NM_001098633.3,ENST00000344175,NM_001098633.4,ONCOGENE,1,Yes,No,No,No,No,No,No,"Lobe, MGC2865, PRAS40",AKT1S1,19,49869033,49879470,-1
ALDH1L2,160428,ENST00000258494,NM_001034173,ENST00000258494,NM_001034173,ONCOGENE,1,Yes,No,No,No,No,No,No,"FLJ38508, mtFDH",ALDH1L2,12,105019784,105107643,-1
ALDH2,217,ENST00000261733,NM_000690,ENST00000261733,NM_000690,TSG,1,Yes,No,No,No,No,No,No,,ALDH2,12,111766887,111817532,1
ALOX15B,247,ENST00000380183,NM_001141.2,ENST00000380183,NM_001141.3,TSG,1,Yes,No,No,No,No,No,No,15-LOX-2,ALOX15B,17,8039011,8049134,1
ALOX5,240,ENST00000374391,NM_001256153.1,ENST00000374391,NM_000698.5,ONCOGENE_AND_TSG,1,Yes,No,No,No,No,No,No,5-LOX,ALOX5,10,45374150,45446121,1
ANKRD26,22852,ENST00000376087,NM_001256053,ENST00000376087,NM_001256053,ONCOGENE,1,Yes,No,No,No,No,No,No,"KIAA1074, THC2",ANKRD26,10,26973793,27100517,-1
APEX1,328,ENST00000216714,NM_001641.3,ENST00000216714,NM_001641.4,ONCOGENE,1,Yes,No,No,No,No,No,No,"APE-1, APEN, APEX, APX, REF-1",APEX1,14,20454525,20457779,1
APH1A,51107,,,,,,1,No,No,No,No,Yes,No,No,"APH-1A, CGI-78",APH1A,1,150265399,150269580,-1
APOBEC3B,9582,,,,,,1,No,No,No,No,No,No,Yes,"FLJ21201, PHRBNL",APOBEC3B,22,38982347,38992804,1
ASCL1,429,ENST00000266744,NM_004316.3,ENST00000266744,NM_004316.4,ONCOGENE,1,Yes,No,No,No,No,No,No,"HASH1, bHLHa46",ASCL1,12,102957674,102960513,1
ASMTL,8623,,,,,,1,No,No,No,No,Yes,No,No,,ASMTL,Y,1403138,1453786,-1
ASPSCR1,79058,,,,,,1,No,No,No,No,No,No,Yes,"ASPL, ASPS, TUG, UBXD9, UBXN9",ASPSCR1,17,81976807,82017406,1
ATG5,9474,,,,,,1,No,No,No,No,Yes,No,No,"APG5, APG5L, hAPG5",ATG5,6,106045423,106326477,-1
ATMIN,23300,ENST00000299575,NM_015251.2,ENST00000299575,NM_015251.3,TSG,1,Yes,No,No,No,No,No,No,"ASCIZ, KIAA0431, ZNF822",ATMIN,16,81035842,81047350,1
ATP2B3,492,,,,,,1,No,No,No,No,No,No,Yes,"CFAP39, CLA2, PMCA3, SCAX1",ATP2B3,X,153517637,153582939,1
ATRIP,84126,ENST00000320211,NM_130384,ENST00000320211,NM_130384,TSG,1,Yes,No,No,No,No,No,No,"FLJ12343, MGC20625, MGC21482, MGC26740",ATRIP,3,48446710,48467645,1
BAALC,79870,ENST00000297574,,ENST00000297574,,ONCOGENE,1,Yes,No,No,No,No,No,No,,BAALC,8,103140433,103230305,1
BAX,581,,,,,,1,No,No,No,No,No,No,Yes,BCL2L4,BAX,19,48954815,48961798,1
BCL9L,283149,,,,,,1,No,No,No,No,No,No,Yes,"B9L, Bcl9-2, DLNB11",BCL9L,11,118893875,118925926,-1
BTLA,151888,,,,,,1,No,No,No,No,Yes,No,No,"BTLA1, CD272",BTLA,3,112461067,112499668,-1
CASR,846,ENST00000490131,NM_000388.3,ENST00000639785,NM_000388.4,ONCOGENE_AND_TSG,1,Yes,No,No,No,No,No,No,"FHH, GPRC2A, HHC, HHC1, NSHPT",CASR,3,122183668,122291629,1
CBLC,23624,,,,,,1,No,No,No,No,No,No,Yes,"CBL-3, CBL-SL, RNF57",CBLC,19,44777845,44802291,1
CCDC6,8030,,,,,,1,No,No,No,No,No,No,Yes,"D10S170, H4, TPC, TST1",CCDC6,10,59788747,59907029,-1
CCNB1IP1,57820,,,,,,1,No,No,No,No,No,No,Yes,"C14orf18, HEI10",CCNB1IP1,14,20311353,20333314,-1
CCNB3,85417,ENST00000276014,NM_033031.2,ENST00000276014,NM_033031.2,ONCOGENE,1,Yes,No,No,No,No,No,No,,CCNB3,X,50202713,50351914,1
CCT6B,10693,,,,,,1,No,No,No,No,Yes,No,No,"Cctz2, TSA303",CCT6B,17,34927859,34981078,-1
CD19,930,ENST00000324662,NM_001770,ENST00000538922,NM_001770,ONCOGENE,1,Yes,No,No,No,No,No,No,,CD19,16,28931965,28939342,1
CD36,948,,,,,,1,No,No,No,No,Yes,No,No,"GP3B, GP4, GPIV, SCARB3",CD36,7,80369532,80679277,1
CDH2,1000,ENST00000269141,NM_001792,ENST00000269141,NM_001792,ONCOGENE,1,Yes,No,No,No,No,No,No,"CD325, CDHN, NCAD",CDH2,18,27932879,28177946,-1
CDH4,1002,ENST00000360469,NM_001794,ENST00000614565,NM_001794,ONCOGENE,1,Yes,No,No,No,No,No,No,,CDH4,20,61252261,61940617,1
CDKN1C,1028,ENST00000440480,NM_001122630.2,ENST00000440480,NM_001122630.2,TSG,1,Yes,No,No,No,No,No,No,"BWCR, BWS, P57",CDKN1C,11,2883213,2885775,-1
CHCHD7,79145,,,,,,1,No,No,No,No,No,No,Yes,"COX23, MGC2217",CHCHD7,8,56211686,56218809,1
CHIC2,26511,,,,,,1,No,No,No,No,Yes,No,No,BTL,CHIC2,4,53994803,54064605,-1
CHN1,1123,,,,,,1,No,No,No,No,Yes,No,No,"ARHGAP2, CHN, DURS2, n-chimerin",CHN1,2,174798809,175005381,-1
CHTF8,54921,ENST00000398235,NM_001039690,ENST00000398235,NM_001039690,TSG,1,Yes,No,No,No,No,No,No,"CTF8, FLJ20400",CHTF8,16,69118010,69132588,-1
CILK1,22858,,,,,,1,No,No,No,No,Yes,No,No,"ICK, KIAA0936, LCK2, MGC46090",CILK1,6,53001279,53061824,-1
CKS1B,1163,,,,,,1,No,No,No,No,Yes,No,No,ckshs1,CKS1B,1,154974641,154979251,1
CLIP1,6249,,,,,,1,No,No,No,No,No,No,Yes,"CLIP-170, CLIP170, CYLN1, RSN",CLIP1,12,122271432,122422778,-1
CLP1,10978,,,,,,1,No,No,No,No,Yes,No,No,"HEAB, hClp1",CLP1,11,57648188,57661865,1
CNBP,7555,,,,,,1,No,No,No,No,No,No,Yes,"CNBP1, DM2, RNF163, ZCCHC22, ZNF9",CNBP,3,129167818,129184008,-1
CNOT3,4849,,,,,,1,No,No,No,No,No,No,Yes,"KIAA0691, LENG2, NOT3, NOT3H",CNOT3,19,54137710,54155708,1
CPS1,1373,,,,,,1,No,No,No,No,Yes,No,No,,CPS1,2,210477682,210679107,1
CREM,1390,ENST00000345491,NM_181571.2,ENST00000685392,NM_183011.2,INSUFFICIENT_EVIDENCE,1,Yes,No,No,No,No,No,No,hCREM-2,CREM,10,35126791,35212958,1
CRTC3,64784,,,,,,1,No,No,No,No,No,No,Yes,FLJ21868,CRTC3,15,90529890,90645345,1
CSF1,1435,,,,,,1,No,No,No,No,Yes,No,No,"M-CSF, MCSF, MGC31930",CSF1,1,109910242,109930993,1
CTC1,80169,ENST00000315684,NM_025099.5,ENST00000651323,NM_025099.6,INSUFFICIENT_EVIDENCE,1,Yes,No,No,No,No,No,No,"AAF132, C17orf68, FLJ22170",CTC1,17,8224815,8248058,-1
CTDNEP1,23399,ENST00000318988,NM_015343.4,ENST00000574322,NM_001143775.2,TSG,1,Yes,No,No,No,No,No,No,"DULLARD, HSA011916, NET56",CTDNEP1,17,7243589,7252841,-1
CYP17A1,1586,,,,,,1,No,No,No,Yes,No,No,No,"CPT7, CYP17, P450C17, S17AH",CYP17A1,10,102830461,102837501,-1
DAZAP1,26528,ENST00000233078,NM_018959.3,ENST00000233078,NM_018959.3,INSUFFICIENT_EVIDENCE,1,Yes,No,No,No,No,No,No,MGC19907,DAZAP1,19,1407536,1435687,1
DCTN1,1639,,,,,,1,No,No,No,No,No,No,Yes,,DCTN1,2,74361154,74392087,-1
DDR1,780,,,,,,1,No,No,No,Yes,No,No,No,"CAK, CD167, EDDR1, NEP, NTRK4, PTK3A, RTK6",DDR1,6,30876421,30900978,1
DDX4,54514,ENST00000505374,NM_024415.2,ENST00000505374,NM_024415.2,ONCOGENE,1,Yes,No,No,No,No,No,No,VASA,DDX4,5,55738017,55817157,1
DDX41,51428,ENST00000507955,NM_016222.2,ENST00000330503,NM_016222.4,TSG,1,Yes,No,No,No,No,No,No,"ABS, MGC8828",DDX41,5,177511569,177516979,-1
DHX15,1665,ENST00000336812,NM_001358.2,ENST00000336812,NM_001358.3,ONCOGENE_AND_TSG,1,Yes,No,No,No,No,No,No,"DBP1, DDX15, PRP43, PRPF43, PrPp43p",DHX15,4,24517441,24584603,-1
DIS3L2,129563,ENST00000325385,NM_152383.4,ENST00000325385,NM_152383.5,ONCOGENE_AND_TSG,1,Yes,No,No,No,No,No,No,"FAM6A, FLJ36974, MGC42174",DIS3L2,2,231961245,232344350,1
DKK1,22943,ENST00000373970,NM_012242.2,ENST00000373970,NM_012242.2,INSUFFICIENT_EVIDENCE,1,Yes,No,No,No,No,No,No,"DKK-1, SK",DKK1,10,52314281,52318042,1
DKK2,27123,ENST00000285311,NM_014421.2,ENST00000285311,NM_014421.2,INSUFFICIENT_EVIDENCE,1,Yes,No,No,No,No,No,No,,DKK2,4,106921802,107283806,-1
DKK3,27122,ENST00000326932,NM_001018057.1,ENST00000326932,NM_001018057.1,INSUFFICIENT_EVIDENCE,1,Yes,No,No,No,No,No,No,REIC,DKK3,11,11956207,12009948,-1
DKK4,27121,ENST00000220812,NM_014420.2,ENST00000220812,NM_014420.2,INSUFFICIENT_EVIDENCE,1,Yes,No,No,No,No,No,No,,DKK4,8,42374063,42377229,-1
DLL3,10683,ENST00000205143,NM_016941.3,ENST00000205143,,ONCOGENE,1,Yes,No,No,No,No,No,No,SCDO1,DLL3,19,39498895,39508481,1
DPYD,1806,ENST00000370192,NM_000110,ENST00000370192,NM_000110,INSUFFICIENT_EVIDENCE,1,Yes,No,No,No,No,No,No,"DHPDHase, DPD",DPYD,1,97077743,97995000,-1
DUSP2,1844,,,,,,1,No,No,No,No,Yes,No,No,PAC-1,DUSP2,2,96143166,96145440,-1
DUSP9,1852,,,,,,1,No,No,No,No,Yes,No,No,"MKP-4, MKP4",DUSP9,X,153642401,153651326,1
ECSIT,51295,ENST00000270517,NM_016581,ENST00000270517,NM_016581,ONCOGENE,1,Yes,No,No,No,No,No,No,SITPEC,ECSIT,19,11505927,11530564,-1
EGR2,1959,ENST00000242480,NM_001136177.1,ENST00000242480,NM_000399.5,TSG,1,Yes,No,No,No,No,No,No,KROX20,EGR2,10,62811996,62819167,-1
EIF2B1,1967,ENST00000424014,NM_001414,ENST00000424014,NM_001414,TSG,1,Yes,No,No,No,No,No,No,"EIF-2B, EIF-2Balpha, EIF2B, EIF2BA",EIF2B1,12,123620406,123633766,-1
ELL2,22936,ENST00000237853,NM_012081.5,ENST00000237853,NM_012081.6,ONCOGENE_AND_TSG,1,Yes,No,No,No,No,No,No,MRCCAT1,ELL2,5,95885098,95961871,-1
ELP2,55250,,,,,,1,No,No,No,No,Yes,No,No,"FLJ10879, STATIP1, StIP",ELP2,18,36129444,36180557,1
ERCC1,2067,ENST00000300853,NM_001983,ENST00000300853,NM_001983,TSG,1,Yes,No,No,No,No,No,No,RAD10,ERCC1,19,45407333,45478867,-1
ERCC6,2074,ENST00000355832,NM_000124.3,ENST00000355832,NM_000124.4,ONCOGENE,1,Yes,No,No,No,No,No,No,"ARMD5, CKN2, RAD26",ERCC6,10,49454168,49539538,-1
EXOSC6,118460,,,,,,1,No,No,No,No,Yes,No,No,"EAP4, MTR3, Mtr3p, hMtr3p, p11",EXOSC6,16,70246778,70251940,-1
EXT2,2132,,,,,,1,No,No,No,No,No,No,Yes,SOTV,EXT2,11,44095648,44251962,1
FAF1,11124,,,,,,1,No,No,No,No,Yes,No,No,"CGI-03, HFAF1s, UBXD12, UBXN3A, hFAF1",FAF1,1,50437028,50960279,-1
FANCB,2187,ENST00000398334,NM_001018113.1,ENST00000650831,NM_001018113.3,INSUFFICIENT_EVIDENCE,1,Yes,No,No,No,No,No,No,"FAAP95, FAB, FLJ34064",FANCB,X,14690388,14873255,-1
FANCI,55215,ENST00000310775,NM_001113378.1,ENST00000310775,NM_001113378.2,INSUFFICIENT_EVIDENCE,1,Yes,No,No,No,No,No,No,"FLJ10719, KIAA1794",FANCI,15,89243854,89318091,1
FANCM,57697,ENST00000267430,NM_020937,ENST00000267430,NM_020937,TSG,1,Yes,No,No,No,No,No,No,"FAAP250, KIAA1596",FANCM,14,45135909,45200890,1
